date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:11:47	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:11:47%20GMT	http://www.placare.com/static/css/header.css?1	www.placare.com/static/css/headerc4ca.css	(from https://www.placare.com/)
20:11:47	14311/14311	---M--	200	added ('OK')	text/css	etag:%220865a2fd098f13fc265b5692a1d09fe0%22	https://www.placare.com/static/css/header.css?1	www.placare.com/static/css/headerc4ca.css	(from https://www.placare.com/)
20:11:48	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:11:48%20GMT	http://www.placare.com/static/css/gallery.ho.css?1	www.placare.com/static/css/gallery.hoc4ca.css	(from https://www.placare.com/)
20:11:48	1982/1982	---M--	200	added ('OK')	text/css	etag:%2254190ef5f43980698084dda904854181%22	https://www.placare.com/static/css/gallery.ho.css?1	www.placare.com/static/css/gallery.hoc4ca.css	(from https://www.placare.com/)
20:11:48	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:11:48%20GMT	http://www.placare.com/static/css/listado_articulos.css?1	www.placare.com/static/css/listado_articulosc4ca.css	(from https://www.placare.com/)
20:11:49	10104/10104	---M--	200	added ('OK')	text/css	etag:%221426ec51004c8e4f89c560708e5f4e7e%22	https://www.placare.com/static/css/listado_articulos.css?1	www.placare.com/static/css/listado_articulosc4ca.css	(from https://www.placare.com/)
20:11:49	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:11:49%20GMT	http://www.placare.com/static/css/listado_productos.css?1	www.placare.com/static/css/listado_productosc4ca.css	(from https://www.placare.com/)
20:11:50	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:11:49%20GMT	http://www.placare.com/static/css/checkout.css?1	www.placare.com/static/css/checkoutc4ca.css	(from https://www.placare.com/)
20:11:50	96490/96490	---M--	200	added ('OK')	text/css	etag:%22141cee30eaba9ccb130496a9c60e160e%22	https://www.placare.com/static/css/listado_productos.css?1	www.placare.com/static/css/listado_productosc4ca.css	(from https://www.placare.com/)
20:11:50	11250/11250	---M--	200	added ('OK')	text/css	etag:%224e91b24e0411d8057ec049672fc68227%22	https://www.placare.com/static/css/checkout.css?1	www.placare.com/static/css/checkoutc4ca.css	(from https://www.placare.com/)
20:11:52	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:11:50%20GMT	http://www.placare.com/static/css/simple-sidebar.css?1	www.placare.com/static/css/simple-sidebarc4ca.css	(from https://www.placare.com/)
20:11:52	6364/6364	---M--	200	added ('OK')	text/css	etag:%22aaf41ef264b6e8eb18532070c0330a70%22	https://www.placare.com/static/css/simple-sidebar.css?1	www.placare.com/static/css/simple-sidebarc4ca.css	(from https://www.placare.com/)
20:11:52	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:11:52%20GMT	http://www.placare.com/static/fancybox/source/jquery.fancybox.css?1?v=2.1.5	www.placare.com/static/fancybox/source/jquery.fancyboxe568.css	(from https://www.placare.com/)
20:11:53	4895/4895	---M--	200	added ('OK')	text/css	etag:%226c55951ce1e3115711f63f99b7501f3a%22	https://www.placare.com/static/fancybox/source/jquery.fancybox.css?1?v=2.1.5	www.placare.com/static/fancybox/source/jquery.fancyboxe568.css	(from https://www.placare.com/)
20:11:53	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:11:53%20GMT	http://www.placare.com/common/js/plugins/loadingplay/fileuploader/dist/fileuploader.css?1	www.placare.com/common/js/plugins/loadingplay/fileuploader/dist/fileuploaderc4ca.css	(from https://www.placare.com/)
20:11:53	1347/1347	---M--	200	added ('OK')	text/css	etag:%223520e24a991d47e03761090e5467dbb6%22	https://www.placare.com/common/js/plugins/loadingplay/fileuploader/dist/fileuploader.css?1	www.placare.com/common/js/plugins/loadingplay/fileuploader/dist/fileuploaderc4ca.css	(from https://www.placare.com/)
20:11:53	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:11:53%20GMT	http://www.placare.com/static/css/ligthbox-d.css?1	www.placare.com/static/css/ligthbox-dc4ca.css	(from https://www.placare.com/)
20:11:53	5030/5030	---M--	200	added ('OK')	text/css	etag:%22bbed4cd35ca035688f04c0cd57fe2037%22	https://www.placare.com/static/css/ligthbox-d.css?1	www.placare.com/static/css/ligthbox-dc4ca.css	(from https://www.placare.com/)
20:11:54	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:11:53%20GMT	http://www.placare.com/common/css/ellipsis.css?1	www.placare.com/common/css/ellipsisc4ca.css	(from https://www.placare.com/)
20:11:54	116/116	---M--	200	added ('OK')	text/css	etag:%2288f1a9deef1bf899d5a469bc1e970f04%22	https://www.placare.com/common/css/ellipsis.css?1	www.placare.com/common/css/ellipsisc4ca.css	(from https://www.placare.com/)
20:11:54	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:11:54%20GMT	http://www.placare.com/cambios-y-devoluciones	www.placare.com/cambios-y-devoluciones	(from https://www.placare.com/)
20:11:57	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:11:57%20GMT	http://www.placare.com/tiempo-de-envios	www.placare.com/tiempo-de-envios	(from https://www.placare.com/)
20:11:57	76517/76517	---MCZ	200	added ('OK')	text/html	etag:W/%22c1a665e1a567d20bf63d1b3503429d93de424284%22	https://www.placare.com/cambios-y-devoluciones	www.placare.com/cambios-y-devoluciones.html	(from https://www.placare.com/)
20:12:00	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:12:00%20GMT	http://www.placare.com/contact	www.placare.com/contact	(from https://www.placare.com/)
20:12:00	70082/70082	---MCZ	200	added ('OK')	text/html	etag:W/%221513cb7383e222eed806888dcadf356c71a1248b%22	https://www.placare.com/tiempo-de-envios	www.placare.com/tiempo-de-envios.html	(from https://www.placare.com/)
20:12:02	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:12:02%20GMT	http://www.placare.com/mujer	www.placare.com/mujer	(from https://www.placare.com/)
20:12:02	75035/75035	---MCZ	200	added ('OK')	text/html	etag:W/%22c3728bf2625023798939ede91e46d6620bc70e1f%22	https://www.placare.com/contact	www.placare.com/contact.html	(from https://www.placare.com/)
20:12:05	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:12:05%20GMT	http://www.placare.com/ballerinas-mujer	www.placare.com/ballerinas-mujer	(from https://www.placare.com/)
20:12:05	93711/93711	---MCZ	200	added ('OK')	text/html	etag:W/%225b69384daed99469b4fb12c999b42e8be911bfcf%22	https://www.placare.com/mujer	www.placare.com/mujer.html	(from https://www.placare.com/)
20:12:08	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:12:08%20GMT	http://www.placare.com/botines-mujer	www.placare.com/botines-mujer	(from https://www.placare.com/)
20:12:08	91749/91749	---MCZ	200	added ('OK')	text/html	etag:W/%225f207dd9ec08aa1f03cc815ea386699768e10115%22	https://www.placare.com/ballerinas-mujer	www.placare.com/ballerinas-mujer.html	(from https://www.placare.com/)
20:12:10	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:12:10%20GMT	http://www.placare.com/mocasines-mujer	www.placare.com/mocasines-mujer	(from https://www.placare.com/)
20:12:10	91724/91724	---MCZ	200	added ('OK')	text/html	etag:W/%225cdf4071672daf4e07abd8c65403f8f9280f9921%22	https://www.placare.com/botines-mujer	www.placare.com/botines-mujer.html	(from https://www.placare.com/)
20:12:13	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:12:13%20GMT	http://www.placare.com/mules-slippers-mujer	www.placare.com/mules-slippers-mujer	(from https://www.placare.com/)
20:12:13	91732/91732	---MCZ	200	added ('OK')	text/html	etag:W/%2273a4528f6376c04680f672a99669199044d6a7bd%22	https://www.placare.com/mocasines-mujer	www.placare.com/mocasines-mujer.html	(from https://www.placare.com/)
20:12:15	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:12:15%20GMT	http://www.placare.com/plataformas-mujer	www.placare.com/plataformas-mujer	(from https://www.placare.com/)
20:12:15	91348/91348	---MCZ	200	added ('OK')	text/html	etag:W/%227043f687ed4ef9e446b246b2793796f17dfb1404%22	https://www.placare.com/mules-slippers-mujer	www.placare.com/mules-slippers-mujer.html	(from https://www.placare.com/)
20:12:18	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:12:18%20GMT	http://www.placare.com/playeras-mujer	www.placare.com/playeras-mujer	(from https://www.placare.com/)
20:12:18	91756/91756	---MCZ	200	added ('OK')	text/html	etag:W/%22baf0489cf037f267b651bea706bc553edbe2ed6c%22	https://www.placare.com/plataformas-mujer	www.placare.com/plataformas-mujer.html	(from https://www.placare.com/)
20:12:21	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:12:21%20GMT	http://www.placare.com/sandalias-mujer	www.placare.com/sandalias-mujer	(from https://www.placare.com/)
20:12:21	91733/91733	---MCZ	200	added ('OK')	text/html	etag:W/%22367e36fd3dae5ef471e32df49d42c2b54a6b46de%22	https://www.placare.com/playeras-mujer	www.placare.com/playeras-mujer.html	(from https://www.placare.com/)
20:12:24	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:12:24%20GMT	http://www.placare.com/zapatos-mujer	www.placare.com/zapatos-mujer	(from https://www.placare.com/)
20:12:24	91740/91740	---MCZ	200	added ('OK')	text/html	etag:W/%22e9f5c70b8f4924fc7b5156b05e967e925a11c8d6%22	https://www.placare.com/sandalias-mujer	www.placare.com/sandalias-mujer.html	(from https://www.placare.com/)
20:12:27	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:12:27%20GMT	http://www.placare.com/hombres	www.placare.com/hombres	(from https://www.placare.com/)
20:12:27	91725/91725	---MCZ	200	added ('OK')	text/html	etag:W/%22cfcf09d44b81c10f710abb508bc4d94811312405%22	https://www.placare.com/zapatos-mujer	www.placare.com/zapatos-mujer.html	(from https://www.placare.com/)
20:12:30	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:12:30%20GMT	http://www.placare.com/botines-hombre	www.placare.com/botines-hombre	(from https://www.placare.com/)
20:12:30	99914/99914	---MCZ	200	added ('OK')	text/html	etag:W/%22ead2414c063746be68d3791855ccc3bb936892e9%22	https://www.placare.com/hombres	www.placare.com/hombres.html	(from https://www.placare.com/)
20:12:33	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:12:33%20GMT	http://www.placare.com/formales-hombre	www.placare.com/formales-hombre	(from https://www.placare.com/)
20:12:33	99572/99572	---MCZ	200	added ('OK')	text/html	etag:W/%22b4bca65c12e3775f11ebca16edbe1edb6b6f3c7b%22	https://www.placare.com/botines-hombre	www.placare.com/botines-hombre.html	(from https://www.placare.com/)
20:12:36	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:12:36%20GMT	http://www.placare.com/sandalias-hombre	www.placare.com/sandalias-hombre	(from https://www.placare.com/)
20:12:36	99573/99573	---MCZ	200	added ('OK')	text/html	etag:W/%228f6ce31e2dc9e7bd7dd26adaa6816368163f43e2%22	https://www.placare.com/formales-hombre	www.placare.com/formales-hombre.html	(from https://www.placare.com/)
20:12:39	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:12:38%20GMT	http://www.placare.com/zapatos-hombre	www.placare.com/zapatos-hombre	(from https://www.placare.com/)
20:12:39	99589/99589	---MCZ	200	added ('OK')	text/html	etag:W/%2298f0f13e065df7ca669da2f9705ef0acbbd4a790%22	https://www.placare.com/sandalias-hombre	www.placare.com/sandalias-hombre.html	(from https://www.placare.com/)
20:12:41	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:12:41%20GMT	http://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/)
20:12:41	99573/99573	---MCZ	200	added ('OK')	text/html	etag:W/%22ff836aa9c30d9488632e904c7b9d06781748fdf6%22	https://www.placare.com/zapatos-hombre	www.placare.com/zapatos-hombre.html	(from https://www.placare.com/)
20:12:41	0/0	---M--	302	error ('Found')	text/html	date:Fri,%2017%20Nov%202017%2023:12:41%20GMT	https://www.placare.com/costos-de-despacho	www.placare.com/costos-de-despacho	(from https://www.placare.com/)
20:12:41	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:12:41%20GMT	http://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Categoria3_Botines	www.placare.com/listado_productos33d9	(from https://www.placare.com/)
20:12:44	93725/93725	---MCZ	200	added ('OK')	text/html	etag:W/%2259e3345bcf5de1a6e128d43320d73ffe63f00897%22	https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Categoria3_Botines	www.placare.com/listado_productos33d9.html	(from https://www.placare.com/)
20:12:47	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:12:47%20GMT	http://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Categoria3_Mule,+Categoria3_Plataformas	www.placare.com/listado_productos1608	(from https://www.placare.com/)
20:12:47	93725/93725	---MCZ	200	added ('OK')	text/html	etag:W/%2259e3345bcf5de1a6e128d43320d73ffe63f00897%22	https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Color_Metalico,+Color_Dorado	www.placare.com/listado_productos3008.html	(from https://www.placare.com/)
20:12:49	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:12:49%20GMT	http://www.placare.com/listado_productos_hombre?tag=Categoria2_Calzado_Hombre,-Categoria2_Calzado_Mujer	www.placare.com/listado_productos_hombre4d40	(from https://www.placare.com/)
20:12:49	93725/93725	---MCZ	200	added ('OK')	text/html	etag:W/%2259e3345bcf5de1a6e128d43320d73ffe63f00897%22	https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Categoria3_Mule,+Categoria3_Plataformas	www.placare.com/listado_productos1608.html	(from https://www.placare.com/)
20:12:52	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:12:52%20GMT	http://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Categoria3_Sandalias	www.placare.com/listado_productose89e	(from https://www.placare.com/)
20:12:52	100407/100407	---MCZ	200	added ('OK')	text/html	etag:W/%22712d32af62d84ee2bc6ec878dda2112a6329c22b%22	https://www.placare.com/listado_productos_hombre?tag=Categoria2_Calzado_Hombre,-Categoria2_Calzado_Mujer	www.placare.com/listado_productos_hombre4d40.html	(from https://www.placare.com/)
20:12:55	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:12:55%20GMT	http://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Categoria4_Fiesta	www.placare.com/listado_productosb29b	(from https://www.placare.com/)
20:12:55	93725/93725	---MCZ	200	added ('OK')	text/html	etag:W/%2259e3345bcf5de1a6e128d43320d73ffe63f00897%22	https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Categoria3_Sandalias	www.placare.com/listado_productose89e.html	(from https://www.placare.com/)
20:12:58	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:12:58%20GMT	http://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Marca_Lola_Canales	www.placare.com/listado_productos308b	(from https://www.placare.com/)
20:12:58	93725/93725	---MCZ	200	added ('OK')	text/html	etag:W/%2259e3345bcf5de1a6e128d43320d73ffe63f00897%22	https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Categoria4_Fiesta	www.placare.com/listado_productosb29b.html	(from https://www.placare.com/)
20:13:00	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:00%20GMT	http://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Marca_Eda_Manzini	www.placare.com/listado_productosc141	(from https://www.placare.com/)
20:13:00	93725/93725	---MCZ	200	added ('OK')	text/html	etag:W/%2259e3345bcf5de1a6e128d43320d73ffe63f00897%22	https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Marca_Lola_Canales	www.placare.com/listado_productos308b.html	(from https://www.placare.com/)
20:13:03	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:03%20GMT	http://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Marca_Degas	www.placare.com/listado_productosd5fb	(from https://www.placare.com/)
20:13:03	93725/93725	---MCZ	200	added ('OK')	text/html	etag:W/%2259e3345bcf5de1a6e128d43320d73ffe63f00897%22	https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Marca_Eda_Manzini	www.placare.com/listado_productosc141.html	(from https://www.placare.com/)
20:13:06	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:06%20GMT	http://www.placare.com/condiciones-de-envio	www.placare.com/condiciones-de-envio	(from https://www.placare.com/)
20:13:06	93725/93725	---MCZ	200	added ('OK')	text/html	etag:W/%2259e3345bcf5de1a6e128d43320d73ffe63f00897%22	https://www.placare.com/listado_productos?tag=Categoria2_Calzado_Mujer,-Categoria2_Calzado_Hombre,+Marca_Degas	www.placare.com/listado_productosd5fb.html	(from https://www.placare.com/)
20:13:08	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:08%20GMT	http://www.placare.com/terminos-de-servicio	www.placare.com/terminos-de-servicio	(from https://www.placare.com/)
20:13:08	72850/72850	---MCZ	200	added ('OK')	text/html	etag:W/%22c5d1a38e024726c707869573b98abfa3e6cdf367%22	https://www.placare.com/condiciones-de-envio	www.placare.com/condiciones-de-envio.html	(from https://www.placare.com/)
20:13:11	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:11%20GMT	http://www.placare.com/politicas-de-privacidad	www.placare.com/politicas-de-privacidad	(from https://www.placare.com/)
20:13:11	72334/72334	---MCZ	200	added ('OK')	text/html	etag:W/%22e79898815780727452ddb4e37ccaceea740c81e5%22	https://www.placare.com/terminos-de-servicio	www.placare.com/terminos-de-servicio.html	(from https://www.placare.com/)
20:13:14	71957/71957	---MCZ	200	added ('OK')	text/html	etag:W/%22fd97addde7c02f1e9a163c98b62a57ff0b88490f%22	https://www.placare.com/politicas-de-privacidad	www.placare.com/politicas-de-privacidad.html	(from https://www.placare.com/)
20:13:16	93725/93725	---MCZ	200	added ('OK')	text/html	etag:W/%2259e3345bcf5de1a6e128d43320d73ffe63f00897%22	https://www.placare.com/listado_productos?tag=Categoria3_Zapatos,Marca_Degas	www.placare.com/listado_productos22e1.html	(from https://www.placare.com/)
20:13:20	91377/91377	---MCZ	200	added ('OK')	text/html	etag:W/%224b83068e8b7d026f517e6bc51ced70276a4f6086%22	https://www.placare.com/mujeres	www.placare.com/mujeres.html	(from https://www.placare.com/)
20:13:23	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:23%20GMT	http://www.placare.com/botines-mujer?tag=Color_Negro	www.placare.com/botines-mujerc6f3	(from https://www.placare.com/)
20:13:23	93725/93725	---MCZ	200	added ('OK')	text/html	etag:W/%2259e3345bcf5de1a6e128d43320d73ffe63f00897%22	https://www.placare.com/listado_productos?tag=Color_Rojo	www.placare.com/listado_productos82ee.html	(from https://www.placare.com/)
20:13:26	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:26%20GMT	http://www.placare.com/listado_productos?tag=Color_Negro	www.placare.com/listado_productosc6f3	(from https://www.placare.com/)
20:13:26	91724/91724	---MCZ	200	added ('OK')	text/html	etag:W/%225cdf4071672daf4e07abd8c65403f8f9280f9921%22	https://www.placare.com/botines-mujer?tag=Color_Negro	www.placare.com/botines-mujerc6f3.html	(from https://www.placare.com/)
20:13:28	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:28%20GMT	http://www.placare.com/listado_productos?tag=Color_Dorado	www.placare.com/listado_productos2479	(from https://www.placare.com/)
20:13:28	93725/93725	---MCZ	200	added ('OK')	text/html	etag:W/%2259e3345bcf5de1a6e128d43320d73ffe63f00897%22	https://www.placare.com/listado_productos?tag=Color_Negro	www.placare.com/listado_productosc6f3.html	(from https://www.placare.com/)
20:13:31	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:31%20GMT	http://www.placare.com/listado_productos?tag=Color_Azul	www.placare.com/listado_productosf49c	(from https://www.placare.com/)
20:13:31	93725/93725	---MCZ	200	added ('OK')	text/html	etag:W/%2259e3345bcf5de1a6e128d43320d73ffe63f00897%22	https://www.placare.com/listado_productos?tag=Color_Dorado	www.placare.com/listado_productos2479.html	(from https://www.placare.com/)
20:13:34	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:34%20GMT	http://www.placare.com/sandalias-mujer?tag=Forma_Taco_Plano	www.placare.com/sandalias-mujer6a0b	(from https://www.placare.com/)
20:13:34	93725/93725	---MCZ	200	added ('OK')	text/html	etag:W/%2259e3345bcf5de1a6e128d43320d73ffe63f00897%22	https://www.placare.com/listado_productos?tag=Color_Azul	www.placare.com/listado_productosf49c.html	(from https://www.placare.com/)
20:13:37	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:37%20GMT	http://www.placare.com/listado_productos?tag=Mat_Capellada_Cuero	www.placare.com/listado_productos0ac9	(from https://www.placare.com/)
20:13:37	91740/91740	---MCZ	200	added ('OK')	text/html	etag:W/%22e9f5c70b8f4924fc7b5156b05e967e925a11c8d6%22	https://www.placare.com/sandalias-mujer?tag=Forma_Taco_Plano	www.placare.com/sandalias-mujer6a0b.html	(from https://www.placare.com/)
20:13:39	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:39%20GMT	http://www.placare.com/common/css/loading.gif	www.placare.com/common/css/loading.gif	(from https://www.placare.com/)
20:13:39	93725/93725	---MCZ	200	added ('OK')	text/html	etag:W/%2259e3345bcf5de1a6e128d43320d73ffe63f00897%22	https://www.placare.com/listado_productos?tag=Mat_Capellada_Cuero	www.placare.com/listado_productos0ac9.html	(from https://www.placare.com/)
20:13:40	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:39%20GMT	http://www.placare.com/static/fancybox/source/jquery.fancybox.js?1?v=2.1.5	www.placare.com/static/fancybox/source/jquery.fancyboxe568.js	(from https://www.placare.com/)
20:13:40	81572/81572	---M--	200	added ('OK')	image/gif	etag:%229e0373c2b4410c49439dfd822c5fd16e%22	https://www.placare.com/common/css/loading.gif	www.placare.com/common/css/loading.gif	(from https://www.placare.com/)
20:13:41	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:41%20GMT	http://www.placare.com/common/js/jquery.editable.js?1	www.placare.com/common/js/jquery.editablec4ca.js	(from https://www.placare.com/)
20:13:42	48706/48706	---M--	200	added ('OK')	application/javascript	etag:%22921e9cb04ad6e2559869ec845c5be39b%22	https://www.placare.com/static/fancybox/source/jquery.fancybox.js?1?v=2.1.5	www.placare.com/static/fancybox/source/jquery.fancyboxe568.js	(from https://www.placare.com/)
20:13:42	4228/4228	---M--	200	added ('OK')	application/javascript	etag:%22e825838893bdef3d02e81474c565693c%22	https://www.placare.com/common/js/jquery.editable.js?1	www.placare.com/common/js/jquery.editablec4ca.js	(from https://www.placare.com/)
20:13:43	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Nov%202017%2023:13:42%20GMT	http://www.placare.com/common/js/editabletext.js?1	www.placare.com/common/js/editabletextc4ca.js	(from https://www.placare.com/)
